sample_idx,t,actual_x,actual_y,pred_x,pred_y,band_lower_x,band_upper_x,band_lower_y,band_upper_y,method,heteroskedasticity
1,13,-0.24336572804289464,-0.12181332520842723,-0.2110033482313156,-0.10763897001743317,-0.3143392012748487,-0.10766749518778257,-0.2109748230609662,-0.00430311697390013,CAFHT,easy
1,14,-0.21366429453150795,-0.10476985263467906,-0.18576845526695251,-0.09566112607717514,-0.2886705662070969,-0.08286634432680813,-0.19856323701731954,0.007240984862969244,CAFHT,easy
1,15,-0.16586051151774797,-0.11298038673317179,-0.1583642065525055,-0.08812744915485382,-0.2608251679010804,-0.05590324520393057,-0.19058841050342873,0.014333512193721101,CAFHT,easy
1,16,-0.15344711855500465,-0.1248438717092825,-0.13129925727844238,-0.08401787281036377,-0.23331166154726696,-0.0292868530096178,-0.18603027707918834,0.01799453145846082,CAFHT,easy
1,17,-0.10344688966383836,-0.09229987039619386,-0.10148613899946213,-0.07433892041444778,-0.20304257870035555,7.030070143131117e-05,-0.1758953601153412,0.027217519286445654,CAFHT,easy
1,18,-0.08183509568458658,-0.08481309267654961,-0.07095730304718018,-0.06501293182373047,-0.17205037069196163,0.03013576459760129,-0.16610599946851193,0.036080135821051,CAFHT,easy
1,19,-0.043887147335423204,-0.08777429467084641,,,-0.17205037069196163,0.03013576459760129,-0.16610599946851193,0.036080135821051,CAFHT,easy
2,0,-0.6990595611285266,0.1065830721003135,-0.6551706194877625,0.11081844568252563,-0.7646673103078202,-0.5456739286677047,0.0013217548624678346,0.22031513650258344,CAFHT,easy
2,1,-0.6650060565186722,0.10505678862659805,-0.6316671371459961,0.11644788831472397,-0.7411638279660538,-0.5221704463259383,0.006951197494666168,0.22594457913478178,CAFHT,easy
2,2,-0.6425583865977925,0.09905327403032398,-0.6194803714752197,0.116376131772995,-0.7289770622952775,-0.509983680655162,0.006879440952937195,0.2258728225930528,CAFHT,easy
2,3,-0.6106908634856407,0.08948320334021971,-0.5888320803642273,0.11050461232662201,-0.6978879274337745,-0.4797762332946801,0.0014487652570747134,0.2195604593961693,CAFHT,easy
2,4,-0.5728793777609384,0.09133150080256325,-0.5567926168441772,0.1115860790014267,-0.664156090188808,-0.4494291434995466,0.004222605656795955,0.21894955234605745,CAFHT,easy
2,5,-0.5457581716750084,0.07973656005930865,-0.5258389711380005,0.10429403185844421,-0.6314712143373974,-0.4202067279386037,-0.0013382113409525567,0.20992627505784098,CAFHT,easy
2,6,-0.5194974376047511,0.07689065706131591,-0.4944859743118286,0.10174407064914703,-0.5983481309456741,-0.39062381767798326,-0.0021180859846983077,0.20560622728299238,CAFHT,easy
2,7,-0.49212861015268916,0.06944496909222964,-0.4633023738861084,0.09437374770641327,-0.5653555875340848,-0.36124916023813197,-0.007679465941563199,0.19642696135438975,CAFHT,easy
2,8,-0.45683261193408864,0.07702267075290822,-0.4297892451286316,0.0918358713388443,-0.5299946593704218,-0.3295838308868414,-0.008369542902945913,0.19204128558063452,CAFHT,easy
2,9,-0.4096614916243625,0.09546961590697775,-0.3915354609489441,0.0926772952079773,-0.4898542193642306,-0.29321670253365756,-0.005641463207309218,0.19099605362326383,CAFHT,easy
2,10,-0.38150838539782506,0.047513614014123504,-0.355413019657135,0.07705342024564743,-0.45180626582560035,-0.25901977348866967,-0.019339825922817917,0.17344666641411277,CAFHT,easy
2,11,-0.36747953756737634,0.04005845519324706,-0.32360565662384033,0.06742344796657562,-0.41803453412516706,-0.2291767791225136,-0.027005429534751157,0.1618523254679024,CAFHT,easy
2,12,-0.3540692502435938,0.06699658478035093,-0.2972542941570282,0.06501936912536621,-0.389679946570899,-0.20482864174315743,-0.027406283288504564,0.15744502153923698,CAFHT,easy
2,13,-0.33033781301551846,0.029879896285782227,-0.27555978298187256,0.05253952741622925,-0.36719905433456707,-0.18392051162917805,-0.03909974393646528,0.14417879876892375,CAFHT,easy
2,14,-0.2562878647605452,0.002594274766965831,-0.2463749647140503,0.03624742105603218,-0.3439485566502298,-0.14880137277787084,-0.06132617088014727,0.1338210129922116,CAFHT,easy
2,15,-0.19981525959052468,0.05564988837718329,-0.20764946937561035,0.034858234226703644,-0.3045963296607017,-0.11070260909051896,-0.06208862605838774,0.13180509451179503,CAFHT,easy
2,16,-0.22469583494106232,0.009280398419295385,-0.17575787007808685,0.02484727092087269,-0.2720667405572541,-0.07944899959891957,-0.07146159955829456,0.12115614140003994,CAFHT,easy
2,17,-0.2256863534132118,-0.009824911439142563,-0.1531345546245575,0.016329780220985413,-0.250702239632986,-0.05556686961612898,-0.08123790478744311,0.11389746522941394,CAFHT,easy
2,18,-0.16057035452889257,0.04150767486144029,-0.1294465959072113,0.018720801919698715,-0.2270108541839861,-0.031882337630436526,-0.07884345635707607,0.1162850601964735,CAFHT,easy
2,19,-0.12225705329153605,0.021943573667711602,,,-0.2270108541839861,-0.031882337630436526,-0.07884345635707607,0.1162850601964735,CAFHT,easy
