domain,experiment_id,file_path,method,shift_condition,dgp_or_dataset,n_train,n_cal,n_test,T,alpha,n_seeds,seed,overall_coverage,coverage_std_pooled,coverage_se,mean_width,width_std_pooled,early_coverage_mean,late_coverage_mean,coverage_degradation,time_resolved_metrics,aci_stepsize,covariate_mode,with_shift,mixed,notes
finance,util_LRonly_20240701_20240830,results/finance/json/finance_util_LRonly_20240701_20240830.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2024-07-02→2024-08-30,220,219,30,44,0.1,1,42,0.9395348837209302,,,0.04770955492272218,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_LRonly_20240801_20240930,results/finance/json/finance_util_LRonly_20240801_20240930.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2024-08-02→2024-09-30,220,219,30,42,0.1,1,42,0.9788617886178862,,,0.0535785116015776,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_LRonly_20240903_20241031,results/finance/json/finance_util_LRonly_20240903_20241031.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2024-09-04→2024-10-31,220,219,30,43,0.1,1,42,0.9642857142857143,,,0.043888141582567215,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_LRonly_20241001_20241129,results/finance/json/finance_util_LRonly_20241001_20241129.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2024-10-02→2024-11-29,220,219,30,43,0.1,1,42,0.9261904761904762,,,0.0428591754148418,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_LRonly_20241101_20241231,results/finance/json/finance_util_LRonly_20241101_20241231.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2024-11-04→2024-12-31,220,219,30,41,0.1,1,42,0.95,,,0.04977286179388852,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_LRonly_20241202_20250131,results/finance/json/finance_util_LRonly_20241202_20250131.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2024-12-03→2025-01-31,220,219,30,41,0.1,1,42,0.9075,,,0.046352000771298765,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_LRonly_20250102_20250228,results/finance/json/finance_util_LRonly_20250102_20250228.json,"AdaptedCAFHT (LR only, γ=0)",shift_LRonly,S&P 500 Utilities · 2025-01-03→2025-02-28,220,219,30,39,0.1,1,42,0.8833333333333333,,,0.04644715564117597,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_noshift_20240102_20240229,results/finance/json/finance_util_noshift_20240102_20240229.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-01-03→2024-02-29,221,220,30,41,0.1,1,42,0.9191666666666667,,,0.04245155883501674,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240201_20240328,results/finance/json/finance_util_noshift_20240201_20240328.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-02-02→2024-03-28,220,219,30,40,0.1,1,42,0.9247863247863248,,,0.04297478213176307,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240301_20240430,results/finance/json/finance_util_noshift_20240301_20240430.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-03-04→2024-04-30,220,219,30,42,0.1,1,42,0.9292682926829269,,,0.043067459521365654,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240401_20240531,results/finance/json/finance_util_noshift_20240401_20240531.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-04-02→2024-05-31,219,219,30,44,0.1,1,42,0.9162790697674419,,,0.042089593204858944,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240501_20240628,results/finance/json/finance_util_noshift_20240501_20240628.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-05-02→2024-06-28,220,219,30,41,0.1,1,42,0.925,,,0.04088524571155203,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240603_20240731,results/finance/json/finance_util_noshift_20240603_20240731.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-06-04→2024-07-31,220,219,30,41,0.1,1,42,0.9416666666666667,,,0.041970161723278235,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240701_20240830,results/finance/json/finance_util_noshift_20240701_20240830.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-07-02→2024-08-30,220,219,30,44,0.1,1,42,0.9395348837209302,,,0.04767726790172794,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240801_20240930,results/finance/json/finance_util_noshift_20240801_20240930.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-08-02→2024-09-30,220,219,30,42,0.1,1,42,0.9813008130081301,,,0.05355566670078555,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20240903_20241031,results/finance/json/finance_util_noshift_20240903_20241031.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-09-04→2024-10-31,220,219,30,43,0.1,1,42,0.9444444444444444,,,0.04283309969429997,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20241001_20241129,results/finance/json/finance_util_noshift_20241001_20241129.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-10-02→2024-11-29,220,219,30,43,0.1,1,42,0.915079365079365,,,0.042348971146415684,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20241101_20241231,results/finance/json/finance_util_noshift_20241101_20241231.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-11-04→2024-12-31,220,219,30,41,0.1,1,42,0.9391666666666667,,,0.04762975254702176,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20241202_20250131,results/finance/json/finance_util_noshift_20241202_20250131.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2024-12-03→2025-01-31,220,219,30,41,0.1,1,42,0.9191666666666667,,,0.049388723873110815,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_noshift_20250102_20250228,results/finance/json/finance_util_noshift_20250102_20250228.json,AdaptedCAFHT (uniform weights + ACI),no_shift_unweighted,S&P 500 Utilities · 2025-01-03→2025-02-28,220,219,30,39,0.1,1,42,0.8964912280701754,,,0.05198353936134913,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,False,False,
finance,util_shift_20240102_20240229,results/finance/json/finance_util_shift_20240102_20240229.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-01-03→2024-02-29,221,220,30,41,0.1,1,42,0.9133333333333333,,,0.04155265492720277,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240201_20240328,results/finance/json/finance_util_shift_20240201_20240328.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-02-02→2024-03-28,220,219,30,40,0.1,1,42,0.923931623931624,,,0.042965157286243005,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240301_20240430,results/finance/json/finance_util_shift_20240301_20240430.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-03-04→2024-04-30,220,219,30,42,0.1,1,42,0.9211382113821138,,,0.04124167525683896,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240401_20240531,results/finance/json/finance_util_shift_20240401_20240531.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-04-02→2024-05-31,219,219,30,44,0.1,1,42,0.913953488372093,,,0.04129245479513203,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240501_20240628,results/finance/json/finance_util_shift_20240501_20240628.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-05-02→2024-06-28,220,219,30,41,0.1,1,42,0.9275,,,0.04082098760021643,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240603_20240731,results/finance/json/finance_util_shift_20240603_20240731.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-06-04→2024-07-31,220,219,30,41,0.1,1,42,0.9425,,,0.041719444185943755,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240701_20240830,results/finance/json/finance_util_shift_20240701_20240830.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-07-02→2024-08-30,220,219,30,44,0.1,1,42,0.9395348837209302,,,0.047237599483426325,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240801_20240930,results/finance/json/finance_util_shift_20240801_20240930.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-08-02→2024-09-30,220,219,30,42,0.1,1,42,0.9780487804878049,,,0.052807373642298774,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20240903_20241031,results/finance/json/finance_util_shift_20240903_20241031.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-09-04→2024-10-31,220,219,30,43,0.1,1,42,0.9476190476190476,,,0.0428722668283095,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20241001_20241129,results/finance/json/finance_util_shift_20241001_20241129.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-10-02→2024-11-29,220,219,30,43,0.1,1,42,0.9166666666666666,,,0.0421335367911509,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20241101_20241231,results/finance/json/finance_util_shift_20241101_20241231.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-11-04→2024-12-31,220,219,30,41,0.1,1,42,0.9383333333333334,,,0.0481572097481399,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20241202_20250131,results/finance/json/finance_util_shift_20241202_20250131.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2024-12-03→2025-01-31,220,219,30,41,0.1,1,42,0.9175,,,0.04925995327361056,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,util_shift_20250102_20250228,results/finance/json/finance_util_shift_20250102_20250228.json,Weighted CAFHT (LR + ACI),shift_weighted,S&P 500 Utilities · 2025-01-03→2025-02-28,220,219,30,39,0.1,1,42,0.8973684210526316,,,0.052240779631773517,,,,,coverage_by_time;width_by_time;gamma_opt_history;clf_prob1_mean_by_time;clf_prob1_std_by_time;dates,,,True,False,
finance,sector_separability_ks,results/finance/json/sector_separability_ks.json,AdaptedCAFHT (uniform weights + ACI),?,S&P 500 ?,,,,,,1,,,,,,,,,,,,,False,False,missing clf_prob1_mean_by_time
